surl,,sname,map_x,map_y,map_info,en_sname,alias,address,pic_url,full_url
bolitai,玻璃台,13051330.6,4886747.4053369,117.24082188542,40.334449867101,null,null,北京市平谷区镇罗营镇,d52a2834349b033babe8ac9c15ce36d3d539bd10,http://a.hiphotos.baidu.com/lvpics/w%3D300/sign=e182cc9a8a13632715edc433a18ea056/d52a2834349b033babe8ac9c15ce36d3d539bd10.jpg
shenwumen,神武门,12958099.52,4827901.1,116.40332195677,39.928677105909,null,null,,a005b334305f42efd1a2d313,http://b.hiphotos.baidu.com/lvpics/w%3D300/sign=0b0d075b918fa0ec7fc7620d1696594a/a005b334305f42efd1a2d313.jpg
beijingtuanjiehugongyuan,北京团结湖公园,12965631.06,4828279.41,116.47097819557,39.931293525961,null,null,北京市 朝阳区团结湖南里16号,58af236dfa01c3ac421694f7,http://h.hiphotos.baidu.com/lvpics/w%3D300/sign=5417da33034f78f0800b9cf349300a83/58af236dfa01c3ac421694f7.jpg
jingdudiyipu,京都第一瀑,13001301.42,4925154.83,116.79140700488,40.597969002773,null,null,位于密云县石城乡北石城村,d53f8794a4c27d1ed028de8c1bd5ad6eddc4386f,http://c.hiphotos.baidu.com/lvpics/w%3D300/sign=d33a63a69c82d158bb825fb1b00b19d5/d53f8794a4c27d1ed028de8c1bd5ad6eddc4386f.jpg
zhoukoudianbeijingrenyizhi,周口店北京人遗址,12905977.28,4794408.59,115.93510500292,39.696641090057,Peking Man Site at Zhoukoudian,null,北京市房山区周口店大街1号,838ba61ea8d3fd1f825567fa304e251f94ca5f96,http://d.hiphotos.baidu.com/lvpics/w%3D300/sign=160375c5e5dde711e7d245f697eecef4/838ba61ea8d3fd1f825567fa304e251f94ca5f96.jpg
beijingguangjisi,广济寺,12955369.4,4828120.8109632,116.37879713838,39.930196579695,null,null,北京市西城区阜成门内大街25号,0d7299441c602514500ffe56,http://h.hiphotos.baidu.com/lvpics/w%3D300/sign=44838f09f81986184147e9847aec2e69/0d7299441c602514500ffe56.jpg
guguanxiangtai,古观象台,12962253.28,4825685.091155,116.44063541172,39.91334892243,null,北京古观象台,北京市东城区东裱褙胡同2号,906289ddac80e76c5882dd39,http://f.hiphotos.baidu.com/lvpics/w%3D300/sign=87d7297f62d0f703e6b293dc38fb5148/906289ddac80e76c5882dd39.jpg
xiushuijie,秀水街,12964007.09,4825900.06,116.45638998358,39.914836087973,null,null,北京市朝阳区,3b87e950352ac65c0dc9118efaf2b21192138a7a,http://f.hiphotos.baidu.com/lvpics/w%3D300/sign=441f7fa054fbb2fb342b5e127f482043/3b87e950352ac65c0dc9118efaf2b21192138a7a.jpg
beigongguojiasenlingongyuan,北宫国家森林公园,12927361.21,4819234.56,116.12719802436,39.86871106904,null,null,丰台区长辛店镇大灰厂东路55号,c75c10385343fbf2d8d16bd8b17eca8064388f48,http://c.hiphotos.baidu.com/lvpics/w%3D300/sign=d83bbbdd6c224f4a5799751339f69044/c75c10385343fbf2d8d16bd8b17eca8064388f48.jpg
huangchenggenyizhigongyuan,皇城根遗址公园,12959215.85,4826497.68,116.41335001067,39.918970068382,null,null,北京市东城区南河沿大街,79b1e9365b0496690b55a906,http://e.hiphotos.baidu.com/lvpics/w%3D300/sign=c489ca4795cad1c8d0bbfa274f3f67c4/79b1e9365b0496690b55a906.jpg
